id,object_ref,category,date,flatType,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,lat,lng,wkt,gwr_egid,match_accuracy,price_per_sqm,price_per_room,flat_cat,cat,egid,ren_potential,LR_DAY,LR_NIGHT,ES,COMM_USE_D,EXP_LIM_D,EXP_LIM_N,EXP_LIM,noise_below,quartier_nummer,quartier_kreis,quartier_quartiergr,quartier_statistisc
3001676441,2050118.02.000031,rent,2022-02-14 07:42:56,,4,1835,220.0,1615.0,,82,,Gebäude Gartenstrasse 15,St. Gallen,9000,,,POINT(9.37259281781419 47.4213167784574),2717538,0.0888888888888889,22.378048780487806,611.6666666666666,M,e,2717538,False,62.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,205,Centrum,Innenstadt,St.Leonhard-Ost
3001678586,3hcsu.lqzt3,rent,2022-02-17 13:45:45,,4,1550,250.0,1300.0,,100,,Rosenbergstrasse 62,St. Gallen,9000,47.4234008789062,9.36733150482178,POINT (9.367331504821777 47.42340087890625),1071190,0.0,15.5,387.5,M,c,1071190,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001689082,9wsyq.p2coy,rent,2022-02-17 13:46:01,,GF,2600,260.0,2340.0,,100,2022.0,Resedastrasse 1,St. Gallen,9010,47.4369506835938,9.37755107879639,POINT (9.377551078796387 47.43695068359375),191724042,0.0638297872340425,26.0,650.0,M,e,191724042,False,,,,,,,,True,301,Osten,Rotmonten,Rotmonten
3001685176,2uw79.zd0cu,rent,2022-02-17 13:46:31,,1,1460,,,,85,1904.0,Grenzstrasse 5,St. Gallen,9000,47.417407989502,9.36039257049561,POINT (9.360392570495605 47.41740798950195),1070972,0.103896103896104,17.176470588235293,486.6666666666667,M,d,1070972,False,,,,,,,,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001682433,feyn0.6ntnc,rent,2022-02-17 13:46:33,,GF,4020,,,,150,2017.0,Böcklinstrasse 9,St. Gallen,9000,47.429256439209,9.37633895874023,POINT (9.376338958740234 47.429256439208984),191429514,0.327433628318584,26.8,1005.0,M,f,191429514,False,54.0,47.0,ES II,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,207,Centrum,St.Jakob,St.Jakob
3001683662,3299.pkstadtsg.20130.3012,rent,2022-02-17 13:46:41,,1,1980,,,,60,,Boppartshofstrasse 4,St. Gallen,9014,47.4065208435059,9.33571147918701,POINT (9.335711479187012 47.40652084350586),1069530,0.310344827586207,33.0,660.0,M,e,1069530,True,57.0,49.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,110,Westen,Bruggen,Boppartshof-Hinterberg
3001690685,51214.01.0103,rent,2022-02-17 13:46:44,,1,590,100.0,490.0,,26,1984.0,Brauerstr. 15,St. Gallen,9000,47.4345664978027,9.40053081512451,POINT (9.400530815124512 47.434566497802734),1076231,0.0,22.692307692307693,590.0,S,d,1076231,True,56.0,49.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3001689122,3473297,rent,2022-02-17 13:46:56,,4,1490,200.0,1290.0,,110,1995.0,Langgasse 77,St. Gallen,9008,47.4391288757324,9.39054107666016,POINT (9.390541076660156 47.43912887573242),1075195,0.0434782608695652,13.545454545454545,372.5,M,c,1075195,False,68.0,61.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001685323,174.70.35im3og,rent,2022-02-17 13:46:58,,3,1450,190.0,1260.0,,84,,Langgasse 70,St. Gallen,9008,47.4388046264648,9.39048862457275,POINT (9.390488624572754 47.438804626464844),1074945,0.2,17.261904761904763,362.5,M,c,1074945,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001683899,08083.05.0532,rent,2022-02-17 13:45:55,,3,1530,260.0,1270.0,,83,1988.0,Dufourstr.1,St. Gallen,9008,,,POINT(9.38458577874659 47.4349886050812),1074744,0.0,18.433734939759034,510.0,M,d,1074744,True,61.0,51.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001685688,50_2401.986741.56c26e8f-8e4b-11ec-842e-005056bdbc06,rent,2022-02-17 13:46:13,,4,1090,160.0,930.0,,65,,Zürcherstrasse 284,St. Gallen,9014,,,POINT(9.32876873005486 47.4082678608842),1069053,0.0833333333333333,16.76923076923077,272.5,M,b,1069053,True,59.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,109,Westen,Bruggen,Bruggen-Zürcherstrasse
3001685485,180.88.65im4DG,rent,2022-02-17 13:46:16,,4,2860,,,,180,,Herisauerstrasse 88,St. Gallen,9015,,,POINT(9.30094535853162 47.4016572905137),1068659,0.258741258741259,15.88888888888889,476.6666666666667,L,d,1068659,False,55.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,104,Westen,Winkeln,Winkeln Süd
3001685480,180.88.65imDG4ogsll,rent,2022-02-17 13:46:18,,4,1980,160.0,1820.0,,133,,Herisauerstrasse 88,St. Gallen,9015,,,POINT(9.30094535853162 47.4016572905137),1068659,0.0699300699300699,14.887218045112782,330.0,L,c,1068659,False,55.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,104,Westen,Winkeln,Winkeln Süd
3001685483,180.88.sl2i2,rent,2022-02-17 13:46:21,,2,750,70.0,680.0,,38,,Herisauerstrasse 88,St. Gallen,9015,,,POINT(9.30094535853162 47.4016572905137),1068659,0.0,19.736842105263158,375.0,S,c,1068659,False,55.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,104,Westen,Winkeln,Winkeln Süd
3001685488,180.88.2im2ogg,rent,2022-02-17 13:46:22,,2,1010,,,,41,,Herisauerstrasse 88,St. Gallen,9015,,,POINT(9.30094535853162 47.4016572905137),1068659,0.0789473684210527,24.634146341463413,505.0,S,d,1068659,False,55.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,104,Westen,Winkeln,Winkeln Süd
3001690823,3474894,rent,2022-02-17 13:47:05,,3,1350,180.0,1170.0,,77,,Langgasse 77,St. Gallen,9008,47.4391288757324,9.39054107666016,POINT (9.390541076660156 47.43912887573242),1075195,0.0266666666666666,17.532467532467532,450.0,M,d,1075195,False,68.0,61.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001690732,6811.15.0201,rent,2022-02-17 13:47:07,,2,1680,220.0,1460.0,,88,2020.0,Bernhardswiesstrasse 34,St. Gallen,9014,47.4072074890137,9.33975696563721,POINT (9.339756965637207 47.40720748901367),191548993,0.0114942528735633,19.09090909090909,560.0,M,d,191548993,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001685582,7797.05.0502,rent,2022-02-17 13:47:12,,5,1440,240.0,1200.0,,73,1968.0,Oberzilstrasse 6,St. Gallen,9016,47.4412536621094,9.40854740142822,POINT (9.408547401428223 47.441253662109375),1077119,0.0,19.726027397260275,480.0,M,d,1077119,True,53.0,45.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001689577,23036.01.410010,rent,2022-02-17 13:47:23,,1,1590,300.0,1290.0,,97,1996.0,Langgasse 163,St. Gallen,9008,47.4503021240234,9.39786911010742,POINT (9.397869110107422 47.45030212402344),2363506,0.0210526315789474,16.391752577319586,397.5,M,c,2363506,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001683969,9029.01.0102,rent,2022-02-17 13:47:29,,1,2260,340.0,1920.0,,142,2011.0,Schönbüelpark 1,St. Gallen,9016,47.4403915405273,9.41135501861572,POINT (9.411355018615723 47.440391540527344),190425695,0.0757575757575757,15.915492957746478,452.0,L,d,190425695,False,62.0,54.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,307,Osten,Neudorf,Achslen-Wilen
3001688287,1031.02.2022.988033.4f170575-8ef2-11ec-842e-005056bdbc06,rent,2022-02-17 13:47:32,,3,960,90.0,870.0,,26,,Obere Büschenstrasse 10 10,St. Gallen,9000,47.4247970581055,9.38028240203857,POINT (9.380282402038574 47.42479705810547),1073538,0.0,36.92307692307692,960.0,S,f,1073538,False,64.0,54.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001689217,Feldlistrasse5,rent,2022-02-17 13:47:36,,-1,930,130.0,800.0,,43,,Feldlistrasse 5,St. Gallen,9000,47.4213676452637,9.3568754196167,POINT (9.3568754196167 47.42136764526367),2363178,0.075,21.627906976744185,465.0,S,d,2363178,False,65.0,53.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001688211,50534637,rent,2022-02-17 13:47:45,,,1500,,,,70,,Rosenheimstrasse 9,St. Gallen,9008,47.4340553283691,9.38540458679199,POINT (9.385404586791992 47.43405532836914),1074741,0.0769230769230769,21.428571428571427,375.0,M,c,1074741,False,60.0,53.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001688625,988123.743f7c98-8f0b-11ec-842e-005056bdbc06,rent,2022-02-17 13:47:50,,5,1025,140.0,885.0,,45,,Burgstrasse 21,St. Gallen,9000,47.4193382263184,9.36314487457275,POINT (9.363144874572754 47.41933822631836),1071051,0.0,22.77777777777778,512.5,S,d,1071051,True,,,,,,,,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001691173,142_1_202.800510.10935909-8029-11eb-8e73-005056bdbc06,rent,2022-02-17 13:47:52,,2,1360,,,,67,,Paradiesstrasse 29,St. Gallen,9000,47.4177627563477,9.36205863952637,POINT (9.362058639526367 47.417762756347656),1070997,0.34,20.29850746268657,453.3333333333333,M,d,1070997,False,49.0,39.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001688386,Falkensteinstrasse 5 - 2 ZWG.988068.d10fee8d-88ef-11ec-842e-005056bdbc06,rent,2022-02-17 13:47:55,,GF,995,220.0,775.0,,57,,Falkensteinstrasse 5,St. Gallen,9000,47.4299926757812,9.39174365997314,POINT (9.391743659973145 47.42999267578125),1076035,0.05,17.45614035087719,497.5,S,d,1076035,False,,,,,,,,True,303,Osten,St.Fiden,St.Fiden-Krontal
3001689195,Landhausstrasse10,rent,2022-02-17 13:48:06,,3,1610,,,,118,,Landhausstrasse 10,St. Gallen,9000,47.4130020141602,9.35254573822021,POINT (9.352545738220215 47.413002014160156),1069798,1.26923076923077,13.64406779661017,536.6666666666666,M,d,1069798,False,60.0,50.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001689359,Landhausstrasse10-OG2,rent,2022-02-17 13:48:21,,2,1590,,,,99,,Landhausstrasse 10,St. Gallen,9000,47.4130020141602,9.35254573822021,POINT (9.352545738220215 47.413002014160156),1069798,0.523076923076923,16.060606060606062,530.0,M,d,1069798,False,60.0,50.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001689417,08060.01.0102,rent,2022-02-17 13:48:34,,GF,1230,180.0,1050.0,,42,1920.0,Otmarstrasse 21,St. Gallen,9000,47.4168891906738,9.3568868637085,POINT (9.356886863708496 47.41688919067383),1070183,0.0,29.285714285714285,410.0,M,c,1070183,False,60.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001686278,00240.01.0008,rent,2022-02-17 13:48:38,,1,1205,180.0,1025.0,,68,1952.0,Rosenbergweg 19,St. Gallen,9000,47.4218940734863,9.36297130584717,POINT (9.362971305847168 47.42189407348633),1071126,0.0,17.720588235294116,401.6666666666667,M,c,1071126,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001688592,StGallenKlusstrasse20DG2.988103.4776ac8a-8f0a-11ec-842e-005056bdbc06,rent,2022-02-17 13:48:51,,,1295,210.0,1085.0,,74,2007.0,Klusstrasse 20,St. Gallen,9000,47.4184608459473,9.37712001800537,POINT (9.377120018005371 47.418460845947266),1072067,0.0632911392405063,17.5,323.75,M,c,1072067,False,,,,,,,,True,204,Centrum,St.Georgen,St.Georgen-Bernegg
3001685552,189.1.45im2oggg,rent,2022-02-17 13:48:58,,2,1390,100.0,1290.0,,80,,Brauerstrasse 1,St. Gallen,9000,47.4335517883301,9.39944362640381,POINT (9.399443626403809 47.43355178833008),1076225,0.0,17.375,347.5,M,c,1076225,False,62.0,56.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3001685265,Schorenstrasse 56 10.986357.96506643-8e35-11ec-842e-005056bdbc06,rent,2022-02-17 13:49:15,,3,2300,,,,136,1996.0,Schorenstrasse 56,St. Gallen,9000,47.4264106750488,9.36207962036133,POINT (9.362079620361328 47.42641067504883),2363883,0.295238095238095,16.91176470588235,575.0,M,d,2363883,False,54.0,47.0,ES II,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,201,Centrum,Rosenberg,Hölzli-Joosrüti
3001685804,220215_4.5 Zi Whg._L2 - 1022.986896.5a22ae75-8e53-11ec-842e-005056bdbc06,rent,2022-02-17 13:49:26,,2,1870,200.0,1670.0,,99,,Langweidstrasse 2,St. Gallen,9000,47.4125061035156,9.35506057739258,POINT (9.355060577392578 47.412506103515625),1069817,0.01,18.88888888888889,467.5,M,d,1069817,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001688187,1002.02.2022.850994.31aa3e11-d988-11eb-84f0-005056bdbc06,rent,2022-02-17 13:49:31,,GF,1750,200.0,1550.0,,85,,Obere Büschenstrasse 10,St. Gallen,9000,47.4247970581055,9.38028240203857,POINT (9.380282402038574 47.42479705810547),1073538,0.0,20.58823529411765,1750.0,S,f,1073538,False,64.0,54.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001685095,50527296,rent,2022-02-17 13:50:16,,,1550,,,,58,,Oberer Graben 33,St. Gallen,9000,47.4227905273438,9.37476348876953,POINT (9.374763488769531 47.42279052734375),1072499,0.0333333333333333,26.724137931034484,516.6666666666666,M,d,1072499,False,57.0,44.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,206,Centrum,Innenstadt,Altstadt
3001689285,7331.01.0029,rent,2022-02-17 13:47:25,,3,1525,230.0,1295.0,,79,1972.0,Langgasse 108/110,St. Gallen,9008,,,POINT(9.39391377617665 47.441659805834),1075149,0.0,19.303797468354432,508.3333333333333,M,d,1075149,True,65.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001688329,"SG-Teufenerstrasse 12, 3.5 ZWG - 002.988043.343d44f2-8ef1-11ec-842e-005056bdbc06",rent,2022-02-17 13:49:13,,5,1590,185.0,1405.0,,87,,Teufenerstrasse 12,St. Gallen,9000,,,POINT(9.37094782000215 47.4205525743868),1072314,0.0543478260869565,18.275862068965516,530.0,M,d,1072314,False,61.0,48.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,205,Centrum,Innenstadt,St.Leonhard-Ost
3001711859,952250.01.00303,rent,2022-02-28 15:46:06,,3,500,110.0,390.0,,22,1967.0,Glockengasse 4,St. Gallen,9000,47.4250297546387,9.37902927398682,POINT (9.379029273986816 47.42502975463867),1072610,0.0476190476190477,22.727272727272727,500.0,S,d,1072610,False,54.0,46.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,206,Centrum,Innenstadt,Altstadt
3001703642,3643.01.0102,rent,2022-02-28 15:46:14,,1,1060,110.0,950.0,,53,1947.0,Langgasse 2,St. Gallen,9008,47.4337196350098,9.38427734375,POINT (9.38427734375 47.433719635009766),1074753,0.0600000000000001,20.0,530.0,S,d,1074753,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001701649,s7frh.d9f26,rent,2022-02-28 15:46:15,,-1,1450,,,,46,,Leimatstrasse 15,St. Gallen,9000,47.4318237304688,9.38003540039062,POINT (9.380035400390625 47.43182373046875),1073137,0.15,31.52173913043478,725.0,S,e,1073137,False,43.0,35.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,207,Centrum,St.Jakob,St.Jakob
3001711794,108402.02.00102,rent,2022-02-28 15:46:33,,1,1947,240.0,1707.0,,83,1920.0,Ludwigstr. 21,St. Gallen,9010,47.4412498474121,9.37837314605713,POINT (9.378373146057129 47.44124984741211),1074636,0.0,23.457831325301203,649.0,M,e,1074636,False,,,,,,,,True,301,Osten,Rotmonten,Rotmonten
3001703022,992845.447eac9f-9491-11ec-842e-005056bdbc06,rent,2022-02-28 15:46:53,,2,1695,195.0,1500.0,,72,1914.0,Hardungstrasse 13,St. Gallen,9011,47.4260101318359,9.40145778656006,POINT (9.401457786560059 47.42601013183594),1076431,0.28,23.541666666666668,423.75,M,c,1076431,False,54.0,40.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,304,Osten,Notkersegg,Notkersegg
3001703622,2746.05.0013,rent,2022-02-28 15:47:07,,1,1290,110.0,1180.0,,77,,Solitüdenstrasse 4 C,St. Gallen,9012,47.4128837585449,9.36306571960449,POINT (9.363065719604492 47.41288375854492),1071482,0.0,16.753246753246753,430.0,M,c,1071482,True,53.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,203,Centrum,Riethüsli,Riethüsli
3001703620,2746.05.0022,rent,2022-02-28 15:47:11,,2,1065,90.0,975.0,,52,,Solitüdenstrasse 4 C,St. Gallen,9012,47.4128837585449,9.36306571960449,POINT (9.363065719604492 47.41288375854492),1071482,0.0,20.48076923076923,532.5,S,d,1071482,True,53.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,203,Centrum,Riethüsli,Riethüsli
3001711793,189001.01.00201,rent,2022-02-28 15:47:36,,2,695,100.0,595.0,,24,1953.0,Goliathgasse 12,St. Gallen,9000,47.4270858764648,9.37636947631836,POINT (9.37636947631836 47.427085876464844),1072760,0.0,28.958333333333332,695.0,S,e,1072760,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt
3001703350,992884.a000900000KpkARAAZ,rent,2022-02-28 15:47:37,,2,690,110.0,580.0,,26,,Dufourstrasse 97,St. Gallen,9000,47.4249725341797,9.36622428894043,POINT (9.36622428894043 47.42497253417969),1071251,0.04,26.53846153846154,690.0,S,e,1071251,True,,,,,,,,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001711826,195502.01.00404,rent,2022-02-28 15:47:45,,4,680,90.0,590.0,,25,1956.0,Neugasse 12,St. Gallen,9000,47.4255027770996,9.37534809112549,POINT (9.375348091125488 47.42550277709961),1072564,0.25,27.2,680.0,S,e,1072564,False,57.0,52.0,ES II,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,206,Centrum,Innenstadt,Altstadt
3001692206,5590.01.0003,rent,2022-02-28 15:47:46,,-1,665,140.0,525.0,,26,1964.0,Stauffacherstrasse 5,St. Gallen,9000,47.4235572814941,9.36404323577881,POINT (9.364043235778809 47.42355728149414),1071170,0.04,25.576923076923077,665.0,S,e,1071170,True,50.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001700115,lxrza.a5gwc,rent,2022-02-28 15:48:03,,,630,,,,28,,Dianastrasse,St. Gallen,9000,47.4322395324707,9.3812141418457,POINT (9.381214141845703 47.4322395324707),1072944,0.825,22.5,90.0,L,a,1072944,False,55.0,48.0,ES II,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,207,Centrum,St.Jakob,St.Jakob
3001703646,3643.01.0401,rent,2022-02-28 15:48:08,,4,1290,150.0,1140.0,,77,1947.0,Langgasse 2,St. Gallen,9008,47.4337196350098,9.38427734375,POINT (9.38427734375 47.433719635009766),1074753,0.1,16.753246753246753,430.0,M,c,1074753,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001702992,992835.a000900000P2VqpAAF,rent,2022-02-28 15:48:15,,3,1280,90.0,1190.0,,75,,Domänenstrasse 1,St. Gallen,9008,47.4407844543457,9.39413166046143,POINT (9.394131660461426 47.4407844543457),1075140,0.0625,17.066666666666666,426.6666666666667,M,c,1075140,False,65.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001709402,220222.993363.c2393146-963b-11ec-842e-005056bdbc06,rent,2022-02-28 15:48:22,,1,1415,195.0,1220.0,,70,,Straubenzellstrasse 18,St. Gallen,9014,47.4088973999023,9.33299160003662,POINT (9.332991600036621 47.408897399902344),2717705,0.146341463414634,20.214285714285715,471.6666666666667,M,d,2717705,False,,,,,,,,True,109,Westen,Bruggen,Bruggen-Zürcherstrasse
3001704068,7797.05.0502,rent,2022-02-28 15:48:51,,5,1440,240.0,1200.0,,73,1968.0,Oberzilstrasse 6,St. Gallen,9016,47.4412536621094,9.40854740142822,POINT (9.408547401428223 47.441253662109375),1077119,0.0,19.726027397260275,480.0,M,d,1077119,True,53.0,45.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001703769,5415.01.0006,rent,2022-02-28 15:48:55,,2,1400,300.0,1100.0,,69,1959.0,Achslenweg 3,St. Gallen,9016,47.435302734375,9.40940380096436,POINT (9.409403800964355 47.435302734375),1076629,0.0,20.28985507246377,350.0,M,c,1076629,False,,,,,,,,True,307,Osten,Neudorf,Achslen-Wilen
3001703834,5882.01.0202,rent,2022-02-28 15:49:01,,2,850,150.0,700.0,,34,1961.0,Paradiesstrasse 4,St. Gallen,9000,47.4190406799316,9.36319065093994,POINT (9.363190650939941 47.41904067993164),1071037,0.32,25.0,425.0,S,c,1071037,True,,,,,,,,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001703814,5698.01.0402,rent,2022-02-28 15:49:05,,4,850,150.0,700.0,,30,1920.0,Linsebühlstrasse 66,St. Gallen,9000,47.4248428344727,9.38330936431885,POINT (9.383309364318848 47.424842834472656),2363560,0.0625,28.333333333333332,425.0,S,c,2363560,False,58.0,44.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001698484,211247150.31651.10221,rent,2022-02-28 15:46:56,,2,1220,220.0,1000.0,,90,,St. Georgenstrasse 153,St. Gallen,9011,,,POINT(9.39044492884889 47.4150606844088),1073957,0.125,13.555555555555555,305.0,M,c,1073957,False,60.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,209,Centrum,St.Georgen,St.Georgen-Bach
3001692164,7145.1521,rent,2022-02-28 15:46:59,,2,970,160.0,810.0,,24,2018.0,St. Georgenstrasse 159a,St. Gallen,9011,,,POINT(9.39127451203533 47.414911714365),191606858,0.04,40.416666666666664,970.0,S,f,191606858,False,54.0,39.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,209,Centrum,St.Georgen,St.Georgen-Bach
3001708719,50740156,rent,2022-02-28 15:47:26,,,1980,,,,133,,Herisauerstrasse 88,St. Gallen,9015,,,POINT(9.30094535853162 47.4016572905137),1068659,0.0699300699300699,14.887218045112782,330.0,L,c,1068659,False,55.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,104,Westen,Winkeln,Winkeln Süd
3001703764,5412.05.0042,rent,2022-02-28 15:48:26,,3,1630,270.0,1360.0,,91,1973.0,Oberstrasse 285 A,St. Gallen,9014,,,POINT(9.3407990278312 47.4052094366586),1069624,0.166666666666667,17.912087912087912,543.3333333333334,M,d,1069624,True,52.0,39.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001703855,6102.01.0002,rent,2022-02-28 15:49:16,,GF,830,100.0,730.0,,33,1920.0,Burgstrasse 80,St. Gallen,9000,47.4170188903809,9.35645389556885,POINT (9.356453895568848 47.41701889038086),1070184,0.0,25.151515151515152,415.0,S,c,1070184,False,61.0,49.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001714178,1058.01.1051 (6956121),rent,2022-02-28 15:49:35,,5,1500,190.0,1310.0,,90,,Kolumbanstrasse 47,St. Gallen,9008,47.4394798278809,9.39236450195312,POINT (9.392364501953125 47.43947982788086),1075030,0.0588235294117647,16.666666666666668,375.0,M,c,1075030,False,52.0,45.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001704176,3643.01.0501,rent,2022-02-28 15:49:37,,5,1480,180.0,1300.0,,113,1947.0,Langgasse 2,St. Gallen,9008,47.4337196350098,9.38427734375,POINT (9.38427734375 47.433719635009766),1074753,0.255555555555556,13.097345132743364,493.3333333333333,M,d,1074753,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001709171,5943.goldinger.SM92.1103,rent,2022-02-28 15:49:41,,2,1460,260.0,1200.0,,83,,Iddastrasse 46,St. Gallen,9008,47.439338684082,9.38955593109131,POINT (9.389555931091309 47.43933868408203),1075198,0.0777777777777777,17.59036144578313,365.0,M,c,1075198,True,,,,,,,,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001705247,1696.01.0302,rent,2022-02-28 15:49:44,,3,1350,200.0,1150.0,,59,1953.0,Langgasse 36,St. Gallen,9008,47.4360466003418,9.38742446899414,POINT (9.38742446899414 47.4360466003418),1074852,0.0,22.88135593220339,450.0,M,d,1074852,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001693297,50585440,rent,2022-02-28 15:49:54,,,1490,,,,93,,Lehnstrasse 1,St. Gallen,9014,47.4068336486816,9.33510971069336,POINT (9.33510971069336 47.40683364868164),1069542,0.134146341463415,16.021505376344088,372.5,M,c,1069542,False,59.0,50.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,110,Westen,Bruggen,Boppartshof-Hinterberg
